fiscalyear,school,from_full,to_full,total_trips,total_emissions,from_lat,from_lng,to_lat,to_lng
FY2023-24,120,"Seattle, Washington, United States","Baltimore, Maryland, United States",23,9467.920214,47.6038321,-122.330062,39.2908816,-76.610759
FY2023-24,120,"Seattle, Washington, United States","Boston, Massachusetts, United States",1,439.9528703,47.6038321,-122.330062,42.3554334,-71.060511
FY2023-24,120,"Seattle, Washington, United States","Chicago, Illinois, United States",1,303.2083714,47.6038321,-122.330062,41.8755616,-87.6244212
FY2023-24,120,"Seattle, Washington, United States","Detroit, Michigan, United States",3,1018.949953,47.6038321,-122.330062,42.3315509,-83.0466403
FY2023-24,120,"Seattle, Washington, United States","Los Angeles, California, United States",1,186.0726717,47.6038321,-122.330062,34.0536909,-118.242766
FY2023-24,120,"Seattle, Washington, United States","Oakland, California, United States",1,130.8750133,47.6038321,-122.330062,37.8044557,-122.271356
FY2023-24,120,"Seattle, Washington, United States","Salt Lake City, Utah, United States",2,267.991458,47.6038321,-122.330062,40.7596198,-111.886797
FY2023-24,120,"Seattle, Washington, United States","San Diego, California, United States",1,185.7460852,47.6038321,-122.330062,32.7174202,-117.162772
FY2023-24,120,"Seattle, Washington, United States","San Francisco, California, United States",2,264.4806529,47.6038321,-122.330062,37.7792588,-122.4193286
FY2023-24,120,"Seattle, Washington, United States","San Jose, California, United States",4,543.0045262,47.6038321,-122.330062,37.3361663,-121.890591
FY2023-24,120,"Seattle, Washington, United States","Spokane, Washington, United States",1,53.36968103,47.6038321,-122.330062,47.6571934,-117.42351
FY2023-24,120,"Seattle, Washington, United States","Washington, District Of Columbia, United States",8,3252.1486,47.6038321,-122.330062,38.8950368,-77.0365427
FY2023-24,120,"Seoul, Kr","Dallas, Texas, United States",2,2413.637701,37.5666791,126.9782914,32.7762719,-96.7968559
FY2023-24,120,"Seoul, Kr","San Francisco, California, United States",2,1995.443658,37.5666791,126.9782914,37.7792588,-122.4193286
FY2023-24,120,"Seoul, Kr","Toronto, Ca",1,1166.131613,37.5666791,126.9782914,43.6534817,-79.3839347
FY2023-24,120,"Seoul, Kr","Washington, District Of Columbia, United States",1,1227.162469,37.5666791,126.9782914,38.8950368,-77.0365427
FY2023-24,120,"Singapore, Sg","Amsterdam, Nl",2,2309.266091,1.2899175,103.8519072,52.3730796,4.8924534
FY2023-24,120,"Singapore, Sg","San Francisco, California, United States",1,1491.629515,1.2899175,103.8519072,37.7792588,-122.4193286
FY2023-24,120,"Sofia, Bg","Munich, Germany",1,133.2155501,42.6977028,23.3217359,48.1371079,11.5753822
FY2023-24,120,"Spokane, Washington, United States","San Francisco, California, United States",1,142.7727418,47.6571934,-117.42351,37.7792588,-122.4193286
FY2023-24,120,"Spokane, Washington, United States","Seattle, Washington, United States",3,160.1090431,47.6571934,-117.42351,47.6038321,-122.330062
FY2023-24,120,"St Louis, Missouri, United States","Baltimore, Maryland, United States",5,716.78938,38.6280278,-90.1910154,39.2908816,-76.610759
FY2023-24,120,"St Louis, Missouri, United States","Des Moines, Iowa, United States",1,62.26462787,38.6280278,-90.1910154,41.5868654,-93.6249494
FY2023-24,120,"St Louis, Missouri, United States","Oklahoma City, Oklahoma, United States",10,897.2057546000001,38.6280278,-90.1910154,35.4729886,-97.5170536
FY2023-24,120,"State College, Pennsylvania, United States","Newark, New Jersey, United States",1,46.15756197,40.7944504,-77.8616386,40.735657,-74.1723667
FY2023-24,120,"State College, Pennsylvania, United States","Philadelphia, Pennsylvania, United States",2,73.08280646,40.7944504,-77.8616386,39.9527237,-75.1635262
FY2023-24,120,"Stockholm, Se","Brussels, Be",1,155.8407387,59.3251172,18.0710935,50.8465573,4.351697
FY2023-24,120,"Sydney, Au","Melbourne, Au",1,85.42959141,-33.8698439,151.2082848,-37.8142454,144.9631732
FY2023-24,120,"Sydney, Au","San Francisco, California, United States",1,1312.428768,-33.8698439,151.2082848,37.7792588,-122.4193286
FY2023-24,120,"Taipei, Tw","New York, New York, United States",1,1377.88215,25.0375198,121.5636796,40.7127281,-74.0060152
FY2023-24,120,"Taipei, Tw","Osaka, Japan",2,373.9687848,25.0375198,121.5636796,34.6937569,135.5014539
FY2023-24,120,"Taipei, Tw","San Francisco, California, United States",1,1141.188567,25.0375198,121.5636796,37.7792588,-122.4193286
FY2023-24,120,"Tallahassee, Florida, United States","Atlanta, Georgia, United States",1,53.85048897,30.4380832,-84.2809332,33.7489924,-84.3902644
FY2023-24,120,"Tampa, Florida, United States","Baltimore, Maryland, United States",2,328.8454135,27.9477595,-82.458444,39.2908816,-76.610759
FY2023-24,120,"Tel Aviv-Yafo, Il","Newark, New Jersey, United States",2,2007.82673,32.0852997,34.7818064,40.735657,-74.1723667
FY2023-24,120,"Tel Aviv-Yafo, Il","Paris, France",1,360.7012073,32.0852997,34.7818064,48.8534951,2.3483915
FY2023-24,120,"Tokyo, Japan","Bangkok, Th",1,510.5363827,35.6768601,139.7638947,13.7524938,100.4935089
FY2023-24,120,"Tokyo, Japan","Chicago, Illinois, United States",4,4447.999587,35.6768601,139.7638947,41.8755616,-87.6244212
FY2023-24,120,"Tokyo, Japan","Hong Kong, Hk",2,637.5513248,35.6768601,139.7638947,22.2793278,114.1628131
FY2023-24,120,"Tokyo, Japan","Seattle, Washington, United States",1,847.0021484,35.6768601,139.7638947,47.6038321,-122.330062
FY2023-24,120,"Tokyo, Japan","Washington, District Of Columbia, United States",2,2392.409577,35.6768601,139.7638947,38.8950368,-77.0365427
FY2023-24,120,"Toronto, Ca","Baltimore, Maryland, United States",6,404.9128579,43.6534817,-79.3839347,39.2908816,-76.610759
FY2023-24,120,"Toronto, Ca","Copenhagen, Denmark",2,1376.997645,43.6534817,-79.3839347,55.6867243,12.5700724
FY2023-24,120,"Toronto, Ca","Detroit, Michigan, United States",1,51.20604531,43.6534817,-79.3839347,42.3315509,-83.0466403
FY2023-24,120,"Toronto, Ca","Houston, Texas, United States",1,226.2564219,43.6534817,-79.3839347,29.7589382,-95.3676974
FY2023-24,120,"Toronto, Ca","London, Gb",2,1253.520723,43.6534817,-79.3839347,51.5074456,-0.1277653
FY2023-24,120,"Toronto, Ca","Newark, New Jersey, United States",1,67.68052105,43.6534817,-79.3839347,40.735657,-74.1723667
FY2023-24,120,"Toronto, Ca","Philadelphia, Pennsylvania, United States",1,67.48547632,43.6534817,-79.3839347,39.9527237,-75.1635262
FY2023-24,120,"Toronto, Ca","Tokyo, Japan",1,1136.412239,43.6534817,-79.3839347,35.6768601,139.7638947
FY2023-24,120,"Toronto, Ca","Vancouver, Ca",2,734.8468932,43.6534817,-79.3839347,49.2608724,-123.113952
FY2023-24,120,"Toronto, Ca","Washington, District Of Columbia, United States",1,67.29043159,43.6534817,-79.3839347,38.8950368,-77.0365427
FY2023-24,120,"Toulouse, France","Munich, Germany",1,116.0516139,43.6044622,1.4442469,48.1371079,11.5753822
FY2023-24,120,"Trieste, Italy","Frankfurt, Germany",1,71.77646036,45.6496485,13.7772781,50.1106444,8.6820917
FY2023-24,120,"Tucson, Arizona, United States","Dallas, Texas, United States",2,315.9724614,32.2228765,-110.974847,32.7762719,-96.7968559
FY2023-24,120,"Tucson, Arizona, United States","Denver, Colorado, United States",8,995.5082981,32.2228765,-110.974847,39.7392364,-104.984862
FY2023-24,120,"Tucson, Arizona, United States","Las Vegas, Nevada, United States",2,141.9925629,32.2228765,-110.974847,36.2533896,-115.2794366
FY2023-24,120,"Valencia, Es","Zurich, Ch",1,138.6768025,39.4697065,-0.3763353,47.3744489,8.5410422
FY2023-24,120,"Vancouver, Ca","Toronto, Ca",2,734.8468932,49.2608724,-123.113952,43.6534817,-79.3839347
FY2023-24,120,"Vancouver, Ca","Washington, District Of Columbia, United States",1,413.2408143,49.2608724,-123.113952,38.8950368,-77.0365427
FY2023-24,120,"Vienna, At","Lisbon, Portugal",1,253.145379,48.2083537,16.3725042,38.7077507,-9.1365919
FY2023-24,120,"Vienna, At","Washington, District Of Columbia, United States",2,1574.065396,48.2083537,16.3725042,38.8950368,-77.0365427
FY2023-24,120,"Washington, District Of Columbia, United States","Addis Ababa, Et",5,6350.747103,38.8950368,-77.0365427,9.0358287,38.7524127
FY2023-24,120,"Washington, District Of Columbia, United States","Amsterdam, Nl",1,681.7765831,38.8950368,-77.0365427,52.3730796,4.8924534
FY2023-24,120,"Washington, District Of Columbia, United States","Atlanta, Georgia, United States",6,638.966533,38.8950368,-77.0365427,33.7489924,-84.3902644
FY2023-24,120,"Washington, District Of Columbia, United States","Beijing, Cn",1,1220.617131,38.8950368,-77.0365427,40.190632,116.412144
FY2023-24,120,"Washington, District Of Columbia, United States","Birmingham, Alabama, United States",1,127.1691635,38.8950368,-77.0365427,33.5206824,-86.8024326
FY2023-24,120,"Washington, District Of Columbia, United States","Bogota, Co",5,2098.930763,38.8950368,-77.0365427,4.6533816,-74.0836333
FY2023-24,120,"Washington, District Of Columbia, United States","Boston, Massachusetts, United States",5,396.3308898,38.8950368,-77.0365427,42.3554334,-71.060511
FY2023-24,120,"Washington, District Of Columbia, United States","Brussels, Be",4,2744.796436,38.8950368,-77.0365427,50.8465573,4.351697
FY2023-24,120,"Washington, District Of Columbia, United States","Charlotte, North Carolina, United States",1,64.36476065,38.8950368,-77.0365427,35.2272086,-80.8430827
FY2023-24,120,"Washington, District Of Columbia, United States","Chicago, Illinois, United States",6,709.3776802699999,38.8950368,-77.0365427,41.8755616,-87.6244212
FY2023-24,120,"Washington, District Of Columbia, United States","Copenhagen, Denmark",2,1436.436392,38.8950368,-77.0365427,55.6867243,12.5700724
FY2023-24,120,"Washington, District Of Columbia, United States","Dallas, Texas, United States",8,1675.252787,38.8950368,-77.0365427,32.7762719,-96.7968559
FY2023-24,120,"Washington, District Of Columbia, United States","Dayton, Ohio, United States",2,151.7447994,38.8950368,-77.0365427,39.7589478,-84.1916069
FY2023-24,120,"Washington, District Of Columbia, United States","Denver, Colorado, United States",3,776.4186361,38.8950368,-77.0365427,39.7392364,-104.984862
FY2023-24,120,"Washington, District Of Columbia, United States","Dublin, Ie",1,600.0483057,38.8950368,-77.0365427,53.3493795,-6.2605593
FY2023-24,120,"Washington, District Of Columbia, United States","Frankfurt, Germany",12,8633.478039,38.8950368,-77.0365427,50.1106444,8.6820917
FY2023-24,120,"Washington, District Of Columbia, United States","Geneva, Ch",2,1442.451027,38.8950368,-77.0365427,46.2017559,6.1466014
FY2023-24,120,"Washington, District Of Columbia, United States","Houston, Texas, United States",3,636.4899186,38.8950368,-77.0365427,29.7589382,-95.3676974
FY2023-24,120,"Washington, District Of Columbia, United States","Huntsville, Alabama, United States",3,350.8854679,38.8950368,-77.0365427,34.729847,-86.5859011
FY2023-24,120,"Washington, District Of Columbia, United States","Key West, Florida, United States",1,181.1466583,38.8950368,-77.0365427,24.5548262,-81.8020722
FY2023-24,120,"Washington, District Of Columbia, United States","Knoxville, Tennessee, United States",1,84.84445722,38.8950368,-77.0365427,35.9603948,-83.9210261
FY2023-24,120,"Washington, District Of Columbia, United States","Lisbon, Portugal",4,2533.2228,38.8950368,-77.0365427,38.7077507,-9.1365919
FY2023-24,120,"Washington, District Of Columbia, United States","London, Gb",3,1944.49616,38.8950368,-77.0365427,51.5074456,-0.1277653
FY2023-24,120,"Washington, District Of Columbia, United States","Los Angeles, California, United States",8,3236.227507,38.8950368,-77.0365427,34.0536909,-118.242766
FY2023-24,120,"Washington, District Of Columbia, United States","Madison, Wisconsin, United States",1,137.5065341,38.8950368,-77.0365427,43.074761,-89.3837613
FY2023-24,120,"Washington, District Of Columbia, United States","Madrid, Es",1,672.7546304,38.8950368,-77.0365427,40.4167047,-3.7035825
FY2023-24,120,"Washington, District Of Columbia, United States","Miami, Florida, United States",1,179.6361956,38.8950368,-77.0365427,25.7741728,-80.19362
FY2023-24,120,"Washington, District Of Columbia, United States","Minneapolis/St Paul, Minnesota, United States",2,362.0030175,38.8950368,-77.0365427,44.878019050000006,-93.22092805
FY2023-24,120,"Washington, District Of Columbia, United States","Munich, Germany",3,2254.957474,38.8950368,-77.0365427,48.1371079,11.5753822
FY2023-24,120,"Washington, District Of Columbia, United States","New Orleans, Louisiana, United States",3,563.4842228,38.8950368,-77.0365427,29.9759983,-90.0782127
FY2023-24,120,"Washington, District Of Columbia, United States","New York, New York, United States",3,164.19591056000002,38.8950368,-77.0365427,40.7127281,-74.0060152
FY2023-24,120,"Washington, District Of Columbia, United States","Newark, New Jersey, United States",1,50.96564135,38.8950368,-77.0365427,40.735657,-74.1723667
FY2023-24,120,"Washington, District Of Columbia, United States","Paris, France",8,5445.721416,38.8950368,-77.0365427,48.8534951,2.3483915
FY2023-24,120,"Washington, District Of Columbia, United States","Phoenix, Arizona, United States",1,344.9570153,38.8950368,-77.0365427,33.4484367,-112.074141
FY2023-24,120,"Washington, District Of Columbia, United States","Reykjavik, Is",1,493.7307845,38.8950368,-77.0365427,64.145981,-21.9422367
FY2023-24,120,"Washington, District Of Columbia, United States","Rome, Italy",4,3177.142562,38.8950368,-77.0365427,41.8933203,12.4829321
FY2023-24,120,"Washington, District Of Columbia, United States","Sacramento, California, United States",1,415.7174287,38.8950368,-77.0365427,38.5810606,-121.493895
FY2023-24,120,"Washington, District Of Columbia, United States","San Antonio, Texas, United States",1,240.4085045,38.8950368,-77.0365427,29.4246002,-98.4951405
FY2023-24,120,"Washington, District Of Columbia, United States","San Diego, California, United States",7,2781.238049,38.8950368,-77.0365427,32.7174202,-117.162772
FY2023-24,120,"Washington, District Of Columbia, United States","San Francisco, California, United States",4,1706.741171,38.8950368,-77.0365427,37.7792588,-122.4193286
FY2023-24,120,"Washington, District Of Columbia, United States","Sao Paulo, Brazil",1,840.1030081,38.8950368,-77.0365427,-23.5506507,-46.6333824
FY2023-24,120,"Washington, District Of Columbia, United States","Seattle, Washington, United States",8,3252.1486,38.8950368,-77.0365427,47.6038321,-122.330062
FY2023-24,120,"Washington, District Of Columbia, United States","Seoul, Kr",1,1227.162469,38.8950368,-77.0365427,37.5666791,126.9782914
FY2023-24,120,"Washington, District Of Columbia, United States","Tokyo, Japan",3,3588.614366,38.8950368,-77.0365427,35.6768601,139.7638947
FY2023-24,120,"Washington, District Of Columbia, United States","Toronto, Ca",1,67.29043159,38.8950368,-77.0365427,43.6534817,-79.3839347
FY2023-24,120,"Washington, District Of Columbia, United States","Vancouver, Ca",1,413.2408143,38.8950368,-77.0365427,49.2608724,-123.113952
FY2023-24,120,"Washington, District Of Columbia, United States","Vienna, At",2,1574.065396,38.8950368,-77.0365427,48.2083537,16.3725042
FY2023-24,120,"Washington, District Of Columbia, United States","Zurich, Ch",3,2198.7029454599997,38.8950368,-77.0365427,47.3744489,8.5410422
FY2023-24,120,"West Palm Beach, Florida, United States","Baltimore, Maryland, United States",2,344.8390813,26.715364,-80.0532942,39.2908816,-76.610759
FY2023-24,120,"West Palm Beach, Florida, United States","Chicago, Illinois, United States",1,202.3747823,26.715364,-80.0532942,41.8755616,-87.6244212
FY2023-24,120,"West Palm Beach, Florida, United States","Houston, Texas, United States",1,185.877627,26.715364,-80.0532942,29.7589382,-95.3676974
FY2023-24,120,"Wuhan, Cn","Beijing, Cn",2,255.5085953,30.5951051,114.2999353,40.190632,116.412144
FY2023-24,120,"Yaounde, Cm","Paris, France",1,560.9531773,3.8689867,11.5213344,48.8534951,2.3483915
FY2023-24,120,"Zurich, Ch","Milan, Italy",1,30.29090005,47.3744489,8.5410422,45.4641943,9.1896346
FY2023-24,120,"Zurich, Ch","Valencia, Es",1,138.6768025,47.3744489,8.5410422,39.4697065,-0.3763353
FY2023-24,120,"Zurich, Ch","Washington, District Of Columbia, United States",4,2931.603927,47.3744489,8.5410422,38.8950368,-77.0365427
FY2023-24,120 NONEMP,"Baltimore, Maryland, United States","Houston, Texas, United States",1,219.8879847,39.2908816,-76.610759,29.7589382,-95.3676974
FY2023-24,120 NONEMP,"Houston, Texas, United States","Baltimore, Maryland, United States",1,219.8879847,29.7589382,-95.3676974,39.2908816,-76.610759
FY2023-24,125,"Albuquerque, New Mexico, United States","Atlanta, Georgia, United States",3,671.3394222,35.0841034,-106.650985,33.7489924,-84.3902644
FY2023-24,125,"Albuquerque, New Mexico, United States","Dallas, Texas, United States",1,112.7358535,35.0841034,-106.650985,32.7762719,-96.7968559
FY2023-24,125,"Albuquerque, New Mexico, United States","Denver, Colorado, United States",2,136.141221,35.0841034,-106.650985,39.7392364,-104.984862
FY2023-24,125,"Allentown/Bethlehem/Easton, Pennsylvania, United States","Charlotte, North Carolina, United States",2,187.2429401,40.651113699999996,-75.44223357,35.2272086,-80.8430827
FY2023-24,125,"Atlanta, Georgia, United States","Albuquerque, New Mexico, United States",2,447.5596148,33.7489924,-84.3902644,35.0841034,-106.650985
FY2023-24,125,"Atlanta, Georgia, United States","Baltimore, Maryland, United States",4,448.6028773,33.7489924,-84.3902644,39.2908816,-76.610759
FY2023-24,125,"Atlanta, Georgia, United States","Birmingham, Alabama, United States",1,31.97372783,33.7489924,-84.3902644,33.5206824,-86.8024326
FY2023-24,125,"Atlanta, Georgia, United States","Cincinnati, Ohio, United States",1,72.75168401,33.7489924,-84.3902644,39.1014537,-84.5124602
FY2023-24,125,"Atlanta, Georgia, United States","Denver, Colorado, United States",1,211.5736361,33.7489924,-84.3902644,39.7392364,-104.984862
FY2023-24,125,"Atlanta, Georgia, United States","Fayetteville/Springdale, Arkansas, United States",1,114.4912561,33.7489924,-84.3902644,36.1402749,-94.12150539
FY2023-24,125,"Atlanta, Georgia, United States","Memphis, Tennessee, United States",1,64.36476065,33.7489924,-84.3902644,35.1460249,-90.0517638
FY2023-24,125,"Atlanta, Georgia, United States","New Orleans, Louisiana, United States",2,165.3979304,33.7489924,-84.3902644,29.9759983,-90.0782127
FY2023-24,125,"Atlanta, Georgia, United States","St Thomas Island, Vi",2,565.3757031,33.7489924,-84.3902644,18.34290815,-64.9188997
FY2023-24,125,"Atlanta, Georgia, United States","Washington, District Of Columbia, United States",2,210.4532629,33.7489924,-84.3902644,38.8950368,-77.0365427
FY2023-24,125,"Austin, Texas, United States","Charlotte, North Carolina, United States",1,182.2080645,30.2711286,-97.7436995,35.2272086,-80.8430827
FY2023-24,125,"Baltimore, Maryland, United States","Atlanta, Georgia, United States",6,672.9043159199999,39.2908816,-76.610759,33.7489924,-84.3902644
FY2023-24,125,"Baltimore, Maryland, United States","Charleston, South Carolina, United States",1,92.06111221,39.2908816,-76.610759,32.7884363,-79.9399309
FY2023-24,125,"Baltimore, Maryland, United States","Charlotte, North Carolina, United States",1,70.21610253,39.2908816,-76.610759,35.2272086,-80.8430827
FY2023-24,125,"Baltimore, Maryland, United States","Chicago, Illinois, United States",6,715.8141564,39.2908816,-76.610759,41.8755616,-87.6244212
FY2023-24,125,"Baltimore, Maryland, United States","Cincinnati, Ohio, United States",2,166.9582882,39.2908816,-76.610759,39.1014537,-84.5124602
FY2023-24,125,"Baltimore, Maryland, United States","Columbus, Ohio, United States",2,130.6799686,39.2908816,-76.610759,39.9622601,-83.0007065
FY2023-24,125,"Baltimore, Maryland, United States","Dallas, Texas, United States",6,1286.070514,39.2908816,-76.610759,32.7762719,-96.7968559
FY2023-24,125,"Baltimore, Maryland, United States","Denver, Colorado, United States",4,1051.499743,39.2908816,-76.610759,39.7392364,-104.984862
FY2023-24,125,"Baltimore, Maryland, United States","Islip, New York, United States",1,52.64846913,39.2908816,-76.610759,40.7300685,-73.2107266
FY2023-24,125,"Baltimore, Maryland, United States","Jacksonville, Florida, United States",1,129.3146555,39.2908816,-76.610759,30.3321838,-81.655651
FY2023-24,125,"Baltimore, Maryland, United States","Las Vegas, Nevada, United States",1,371.3152693,39.2908816,-76.610759,36.2533896,-115.2794366
FY2023-24,125,"Baltimore, Maryland, United States","Los Angeles, California, United States",2,821.5283996,39.2908816,-76.610759,34.0536909,-118.242766
FY2023-24,125,"Baltimore, Maryland, United States","Milwaukee, Wisconsin, United States",2,249.267164,39.2908816,-76.610759,43.0386475,-87.9090751
FY2023-24,125,"Baltimore, Maryland, United States","Minneapolis/St Paul, Minnesota, United States",1,181.9767324,39.2908816,-76.610759,44.878019050000006,-93.22092805
FY2023-24,125,"Baltimore, Maryland, United States","Nashville, Tennessee, United States",1,114.1011666,39.2908816,-76.610759,36.1622767,-86.7742984
FY2023-24,125,"Baltimore, Maryland, United States","New Orleans, Louisiana, United States",3,529.1109912300001,39.2908816,-76.610759,29.9759983,-90.0782127
FY2023-24,125,"Baltimore, Maryland, United States","Orlando, Florida, United States",1,153.5002019,39.2908816,-76.610759,28.5421109,-81.3790304
FY2023-24,125,"Baltimore, Maryland, United States","Raleigh/Durham, North Carolina, United States",1,61.303012,39.2908816,-76.610759,35.880361449999995,-78.78723822
FY2023-24,125,"Baltimore, Maryland, United States","San Antonio, Texas, United States",2,496.7381021,39.2908816,-76.610759,29.4246002,-98.4951405
FY2023-24,125,"Baltimore, Maryland, United States","San Diego, California, United States",2,809.4991293,39.2908816,-76.610759,32.7174202,-117.162772
FY2023-24,125,"Baltimore, Maryland, United States","West Palm Beach, Florida, United States",2,344.8390813,39.2908816,-76.610759,26.715364,-80.0532942
FY2023-24,125,"Bangkok, Th","Dhaka, Bd",3,569.3355646800001,13.7524938,100.4935089,23.7643863,90.3890144
FY2023-24,125,"Bangkok, Th","Seoul, Kr",1,402.8036533,13.7524938,100.4935089,37.5666791,126.9782914
FY2023-24,125,"Birmingham, Alabama, United States","Las Vegas, Nevada, United States",1,285.3413671,33.5206824,-86.8024326,36.2533896,-115.2794366
FY2023-24,125,"Birmingham, Alabama, United States","Philadelphia, Pennsylvania, United States",1,150.1844415,33.5206824,-86.8024326,39.9527237,-75.1635262
FY2023-24,125,"Boston, Massachusetts, United States","San Diego, California, United States",1,456.4046665,42.3554334,-71.060511,32.7174202,-117.162772
FY2023-24,125,"Bozeman, Montana, United States","Los Angeles, California, United States",1,175.9303458,45.6794293,-111.044047,34.0536909,-118.242766
FY2023-24,125,"Charleston, South Carolina, United States","Baltimore, Maryland, United States",1,92.06111221,32.7884363,-79.9399309,39.2908816,-76.610759
FY2023-24,125,"Charlotte, North Carolina, United States","Allentown/Bethlehem/Easton, Pennsylvania, United States",2,187.2429401,35.2272086,-80.8430827,40.651113699999996,-75.44223357
FY2023-24,125,"Charlotte, North Carolina, United States","Austin, Texas, United States",1,182.2080645,35.2272086,-80.8430827,30.2711286,-97.7436995
FY2023-24,125,"Charlotte, North Carolina, United States","Baltimore, Maryland, United States",2,140.4322051,35.2272086,-80.8430827,39.2908816,-76.610759
FY2023-24,125,"Charlotte, North Carolina, United States","Fayetteville/Springdale, Arkansas, United States",1,146.4785917,35.2272086,-80.8430827,36.1402749,-94.12150539
FY2023-24,125,"Charlotte, North Carolina, United States","Harrisburg, Pennsylvania, United States",1,80.35842845,35.2272086,-80.8430827,40.2663107,-76.8861122
FY2023-24,125,"Charlotte, North Carolina, United States","Hartford, Connecticut, United States",1,125.4137609,35.2272086,-80.8430827,41.764582,-72.6908547
FY2023-24,125,"Charlotte, North Carolina, United States","Madrid, Es",1,724.4097322,35.2272086,-80.8430827,40.4167047,-3.7035825
FY2023-24,125,"Charlotte, North Carolina, United States","Memphis, Tennessee, United States",7,696.3096834,35.2272086,-80.8430827,35.1460249,-90.0517638
FY2023-24,125,"Charlotte, North Carolina, United States","Newark, New Jersey, United States",1,102.7885723,35.2272086,-80.8430827,40.735657,-74.1723667
FY2023-24,125,"Charlotte, North Carolina, United States","Norfolk, Virginia, United States",1,69.23634296,35.2272086,-80.8430827,36.8493695,-76.2899539
FY2023-24,125,"Charlotte, North Carolina, United States","Portland, Oregon, United States",1,402.4498512,35.2272086,-80.8430827,45.5202471,-122.674194
FY2023-24,125,"Charlotte, North Carolina, United States","St Thomas Island, Vi",1,268.8895709,35.2272086,-80.8430827,18.34290815,-64.9188997
FY2023-24,125,"Charlotte, North Carolina, United States","Washington, District Of Columbia, United States",2,128.7295213,35.2272086,-80.8430827,38.8950368,-77.0365427
FY2023-24,125,"Chicago, Illinois, United States","Albuquerque, New Mexico, United States",1,197.2446524,41.8755616,-87.6244212,35.0841034,-106.650985
FY2023-24,125,"Chicago, Illinois, United States","Baltimore, Maryland, United States",5,595.0814689700001,41.8755616,-87.6244212,39.2908816,-76.610759
FY2023-24,125,"Chicago, Illinois, United States","Oakland, California, United States",1,325.1440996,41.8755616,-87.6244212,37.8044557,-122.271356
FY2023-24,125,"Chicago, Illinois, United States","Philadelphia, Pennsylvania, United States",1,131.6551923,41.8755616,-87.6244212,39.9527237,-75.1635262
FY2023-24,125,"Chicago, Illinois, United States","Portland, Oregon, United States",1,306.5694911,41.8755616,-87.6244212,45.5202471,-122.674194
FY2023-24,125,"Chicago, Illinois, United States","Providence, Rhode Island, United States",1,165.007841,41.8755616,-87.6244212,41.8239891,-71.4128343
FY2023-24,125,"Chicago, Illinois, United States","Raleigh/Durham, North Carolina, United States",1,125.8038504,41.8755616,-87.6244212,35.880361449999995,-78.78723822
FY2023-24,125,"Cincinnati, Ohio, United States","Atlanta, Georgia, United States",1,72.75168401,39.1014537,-84.5124602,33.7489924,-84.3902644
FY2023-24,125,"Cincinnati, Ohio, United States","Baltimore, Maryland, United States",2,166.9582882,39.1014537,-84.5124602,39.2908816,-76.610759
FY2023-24,125,"Cincinnati, Ohio, United States","Chicago, Illinois, United States",1,63.46664771,39.1014537,-84.5124602,41.8755616,-87.6244212
FY2023-24,125,"Cincinnati, Ohio, United States","Denver, Colorado, United States",1,188.3996007,39.1014537,-84.5124602,39.7392364,-104.984862
FY2023-24,125,"Cincinnati, Ohio, United States","Washington, District Of Columbia, United States",2,150.574531,39.1014537,-84.5124602,38.8950368,-77.0365427
FY2023-24,125,"Columbia, South Carolina, United States","Washington, District Of Columbia, United States",2,156.0357834,34.000754,-81.0352313,38.8950368,-77.0365427
FY2023-24,125,"Columbus, Ohio, United States","Baltimore, Maryland, United States",2,130.6799686,39.9622601,-83.0007065,39.2908816,-76.610759
FY2023-24,125,"Columbus, Ohio, United States","Chicago, Illinois, United States",1,70.67876677,39.9622601,-83.0007065,41.8755616,-87.6244212
FY2023-24,125,"Columbus, Ohio, United States","Denver, Colorado, United States",1,203.4361885,39.9622601,-83.0007065,39.7392364,-104.984862
FY2023-24,125,"Columbus, Ohio, United States","Orlando, Florida, United States",2,313.2418352,39.9622601,-83.0007065,28.5421109,-81.3790304
FY2023-24,125,"Columbus, Ohio, United States","Philadelphia, Pennsylvania, United States",2,157.9862307,39.9622601,-83.0007065,39.9527237,-75.1635262
FY2023-24,125,"Dallas, Texas, United States","Baltimore, Maryland, United States",2,427.746699,32.7762719,-96.7968559,39.2908816,-76.610759
FY2023-24,125,"Dallas, Texas, United States","Fayetteville/Springdale, Arkansas, United States",5,336.5655561,32.7762719,-96.7968559,36.1402749,-94.12150539
FY2023-24,125,"Dallas, Texas, United States","Lake Charles, Louisiana, United States",2,141.3575335,32.7762719,-96.7968559,30.2305095,-93.2169807
FY2023-24,125,"Dallas, Texas, United States","San Diego, California, United States",2,414.8329235700001,32.7762719,-96.7968559,32.7174202,-117.162772
FY2023-24,125,"Dallas, Texas, United States","San Francisco, California, United States",2,516.9048199,32.7762719,-96.7968559,37.7792588,-122.4193286
FY2023-24,125,"Dallas, Texas, United States","Washington, District Of Columbia, United States",1,206.6204071,32.7762719,-96.7968559,38.8950368,-77.0365427
FY2023-24,125,"Denver, Colorado, United States","Albuquerque, New Mexico, United States",1,68.07061051,39.7392364,-104.984862,35.0841034,-106.650985
FY2023-24,125,"Denver, Colorado, United States","Atlanta, Georgia, United States",1,211.5736361,39.7392364,-104.984862,33.7489924,-84.3902644
FY2023-24,125,"Denver, Colorado, United States","Baltimore, Maryland, United States",3,788.6248074,39.7392364,-104.984862,39.2908816,-76.610759
